event_id,access_point_id,access_point_name,zone_id,risk_level,employee_id,timestamp,access_granted,is_anomaly,anomaly_type
EVT-0030936,AP-07,Emergency Exit - East,,medium,EMP-0096,2026-08-04 08:46:27,True,False,
EVT-0026391,AP-05,Executive Wing Door,ZN-08,medium,EMP-0135,2026-08-04 08:46:28,True,False,
EVT-0022010,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0039,2026-08-04 08:46:46,True,False,
EVT-0013975,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0027,2026-08-04 08:46:55,True,False,
EVT-0013976,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0046,2026-08-04 08:47:00,True,False,
EVT-0005930,AP-01,Main Entrance,ZN-06,low,EMP-0140,2026-08-04 08:47:02,True,False,
EVT-0022011,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0070,2026-08-04 08:47:33,True,False,
EVT-0022009,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0139,2026-08-04 08:47:55,True,False,
EVT-0028660,AP-06,Loading Dock,,medium,EMP-0099,2026-08-04 08:48:32,True,False,
EVT-0013978,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0097,2026-08-04 08:48:39,True,False,
EVT-0005929,AP-01,Main Entrance,ZN-06,low,EMP-0036,2026-08-04 08:48:39,True,False,
EVT-0030937,AP-07,Emergency Exit - East,,medium,EMP-0029,2026-08-04 08:50:31,True,False,
EVT-0030938,AP-07,Emergency Exit - East,,medium,EMP-0023,2026-08-04 08:51:11,True,False,
EVT-0022012,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0062,2026-08-04 08:51:19,True,False,
EVT-0013981,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0088,2026-08-04 08:52:20,True,False,
EVT-0013980,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0072,2026-08-04 08:52:50,True,False,
EVT-0028661,AP-06,Loading Dock,,medium,EMP-0131,2026-08-04 08:53:56,True,False,
EVT-0013979,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0018,2026-08-04 08:53:59,True,False,
EVT-0026393,AP-05,Executive Wing Door,ZN-08,medium,EMP-0047,2026-08-04 08:55:37,True,False,
EVT-0005933,AP-01,Main Entrance,ZN-06,low,EMP-0079,2026-08-04 08:56:52,True,False,
EVT-0013985,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-08-04 08:57:14,True,False,
EVT-0013986,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0092,2026-08-04 08:57:20,True,False,
EVT-0013982,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0074,2026-08-04 08:57:29,True,False,
EVT-0026392,AP-05,Executive Wing Door,ZN-08,medium,EMP-0021,2026-08-04 08:57:57,True,False,
EVT-0005932,AP-01,Main Entrance,ZN-06,low,EMP-0055,2026-08-04 08:58:01,True,False,
EVT-0005931,AP-01,Main Entrance,ZN-06,low,EMP-0004,2026-08-04 08:58:36,True,False,
EVT-0005934,AP-01,Main Entrance,ZN-06,low,EMP-0042,2026-08-04 08:58:57,True,False,
EVT-0005935,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-08-04 08:59:11,True,False,
EVT-0022013,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0053,2026-08-04 08:59:18,True,False,
EVT-0028662,AP-06,Loading Dock,,medium,EMP-0047,2026-08-04 08:59:24,True,False,
EVT-0024633,AP-04,Server Room Door,ZN-07,high,EMP-0036,2026-08-04 08:59:30,False,True,unauthorized_restricted_zone_access
EVT-0013984,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0065,2026-08-04 08:59:34,True,False,
EVT-0022014,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0085,2026-08-04 08:59:36,True,False,
EVT-0013983,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0003,2026-08-04 08:59:52,True,False,
EVT-0005942,AP-01,Main Entrance,ZN-06,low,EMP-0013,2026-08-04 09:00:16,True,False,
EVT-0013987,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0077,2026-08-04 09:00:49,True,False,
EVT-0005943,AP-01,Main Entrance,ZN-06,low,EMP-0030,2026-08-04 09:00:51,True,False,
EVT-0005938,AP-01,Main Entrance,ZN-06,low,EMP-0049,2026-08-04 09:01:06,True,False,
EVT-0005941,AP-01,Main Entrance,ZN-06,low,EMP-0075,2026-08-04 09:01:19,True,False,
EVT-0030939,AP-07,Emergency Exit - East,,medium,EMP-0052,2026-08-04 09:01:20,True,False,
EVT-0030940,AP-07,Emergency Exit - East,,medium,EMP-0038,2026-08-04 09:01:35,True,False,
EVT-0005936,AP-01,Main Entrance,ZN-06,low,EMP-0009,2026-08-04 09:02:24,True,False,
EVT-0022015,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0134,2026-08-04 09:02:30,True,False,
EVT-0024634,AP-04,Server Room Door,ZN-07,high,EMP-0133,2026-08-04 09:02:50,False,True,unauthorized_restricted_zone_access
EVT-0028664,AP-06,Loading Dock,,medium,EMP-0055,2026-08-04 09:02:53,True,False,
EVT-0005939,AP-01,Main Entrance,ZN-06,low,EMP-0074,2026-08-04 09:03:09,True,False,
EVT-0005940,AP-01,Main Entrance,ZN-06,low,EMP-0047,2026-08-04 09:03:13,True,False,
EVT-0022016,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0031,2026-08-04 09:03:41,True,False,
EVT-0026394,AP-05,Executive Wing Door,ZN-08,medium,EMP-0105,2026-08-04 09:04:09,True,False,
EVT-0028663,AP-06,Loading Dock,,medium,EMP-0129,2026-08-04 09:04:50,True,False,
EVT-0005937,AP-01,Main Entrance,ZN-06,low,EMP-0036,2026-08-04 09:04:57,True,False,
EVT-0005945,AP-01,Main Entrance,ZN-06,low,EMP-0051,2026-08-04 09:05:38,True,False,
EVT-0022017,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0078,2026-08-04 09:05:39,True,False,
EVT-0022019,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0135,2026-08-04 09:05:48,True,False,
EVT-0013988,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0012,2026-08-04 09:05:54,True,False,
EVT-0005946,AP-01,Main Entrance,ZN-06,low,EMP-0050,2026-08-04 09:05:56,True,False,
EVT-0022018,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0043,2026-08-04 09:05:57,True,False,
EVT-0005944,AP-01,Main Entrance,ZN-06,low,EMP-0040,2026-08-04 09:05:57,True,False,
EVT-0026396,AP-05,Executive Wing Door,ZN-08,medium,EMP-0135,2026-08-04 09:06:18,True,False,
EVT-0005951,AP-01,Main Entrance,ZN-06,low,EMP-0061,2026-08-04 09:06:34,True,False,
EVT-0005948,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-08-04 09:06:44,True,False,
EVT-0030941,AP-07,Emergency Exit - East,,medium,EMP-0106,2026-08-04 09:06:44,True,False,
EVT-0026395,AP-05,Executive Wing Door,ZN-08,medium,EMP-0035,2026-08-04 09:06:53,True,False,
EVT-0028665,AP-06,Loading Dock,,medium,EMP-0007,2026-08-04 09:07:06,True,False,
EVT-0005949,AP-01,Main Entrance,ZN-06,low,EMP-0034,2026-08-04 09:07:10,True,False,
EVT-0030942,AP-07,Emergency Exit - East,,medium,EMP-0077,2026-08-04 09:07:14,True,False,
EVT-0005950,AP-01,Main Entrance,ZN-06,low,EMP-0073,2026-08-04 09:08:08,True,False,
EVT-0005947,AP-01,Main Entrance,ZN-06,low,EMP-0031,2026-08-04 09:08:26,True,False,
EVT-0030943,AP-07,Emergency Exit - East,,medium,EMP-0102,2026-08-04 09:09:47,True,False,
EVT-0022024,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0080,2026-08-04 09:10:22,True,False,
EVT-0030944,AP-07,Emergency Exit - East,,medium,EMP-0136,2026-08-04 09:10:36,True,False,
EVT-0005952,AP-01,Main Entrance,ZN-06,low,EMP-0097,2026-08-04 09:10:37,True,False,
EVT-0013989,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0062,2026-08-04 09:11:00,True,False,
EVT-0022026,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0106,2026-08-04 09:12:06,True,False,
EVT-0026397,AP-05,Executive Wing Door,ZN-08,medium,EMP-0136,2026-08-04 09:12:31,True,False,
EVT-0022025,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0005,2026-08-04 09:12:36,True,False,
EVT-0022023,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0092,2026-08-04 09:12:43,True,False,
EVT-0022020,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0128,2026-08-04 09:12:56,True,False,
EVT-0005953,AP-01,Main Entrance,ZN-06,low,EMP-0062,2026-08-04 09:12:59,True,False,
EVT-0022021,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0022,2026-08-04 09:13:24,True,False,
EVT-0005955,AP-01,Main Entrance,ZN-06,low,EMP-0105,2026-08-04 09:13:27,True,False,
EVT-0013992,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0101,2026-08-04 09:13:46,True,False,
EVT-0005954,AP-01,Main Entrance,ZN-06,low,EMP-0026,2026-08-04 09:14:17,True,False,
EVT-0013990,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0104,2026-08-04 09:14:23,True,False,
EVT-0013991,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0132,2026-08-04 09:14:39,True,False,
EVT-0022022,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0077,2026-08-04 09:14:51,True,False,
EVT-0013993,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0112,2026-08-04 09:15:16,True,False,
EVT-0005958,AP-01,Main Entrance,ZN-06,low,EMP-0014,2026-08-04 09:15:49,True,False,
EVT-0013995,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0118,2026-08-04 09:16:08,True,False,
EVT-0028666,AP-06,Loading Dock,,medium,EMP-0060,2026-08-04 09:16:08,True,False,
EVT-0005957,AP-01,Main Entrance,ZN-06,low,EMP-0034,2026-08-04 09:16:43,True,False,
EVT-0005956,AP-01,Main Entrance,ZN-06,low,EMP-0058,2026-08-04 09:17:19,True,False,
EVT-0022028,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0031,2026-08-04 09:17:21,True,False,
EVT-0013996,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0007,2026-08-04 09:17:33,True,False,
EVT-0026398,AP-05,Executive Wing Door,ZN-08,medium,EMP-0044,2026-08-04 09:17:33,True,False,
EVT-0005961,AP-01,Main Entrance,ZN-06,low,EMP-0134,2026-08-04 09:17:42,True,False,
EVT-0030945,AP-07,Emergency Exit - East,,medium,EMP-0112,2026-08-04 09:17:46,True,False,
EVT-0013994,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0137,2026-08-04 09:17:47,True,False,
EVT-0022027,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0124,2026-08-04 09:18:14,True,False,
EVT-0013997,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0079,2026-08-04 09:19:23,True,False,
EVT-0005960,AP-01,Main Entrance,ZN-06,low,EMP-0032,2026-08-04 09:19:28,True,False,
EVT-0005959,AP-01,Main Entrance,ZN-06,low,EMP-0138,2026-08-04 09:19:49,True,False,
EVT-0028669,AP-06,Loading Dock,,medium,EMP-0004,2026-08-04 09:20:17,True,False,
EVT-0005962,AP-01,Main Entrance,ZN-06,low,EMP-0048,2026-08-04 09:21:15,True,False,
EVT-0022030,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0131,2026-08-04 09:22:19,True,False,
EVT-0005965,AP-01,Main Entrance,ZN-06,low,EMP-0027,2026-08-04 09:22:31,True,False,
EVT-0030946,AP-07,Emergency Exit - East,,medium,EMP-0050,2026-08-04 09:22:41,True,False,
EVT-0005964,AP-01,Main Entrance,ZN-06,low,EMP-0088,2026-08-04 09:22:43,True,False,
EVT-0028667,AP-06,Loading Dock,,medium,EMP-0100,2026-08-04 09:23:25,True,False,
EVT-0022033,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0089,2026-08-04 09:23:27,True,False,
EVT-0022032,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0069,2026-08-04 09:23:43,True,False,
EVT-0005963,AP-01,Main Entrance,ZN-06,low,EMP-0129,2026-08-04 09:24:05,True,False,
EVT-0022031,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0064,2026-08-04 09:24:34,True,False,
EVT-0028668,AP-06,Loading Dock,,medium,EMP-0011,2026-08-04 09:24:42,True,False,
EVT-0022029,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0051,2026-08-04 09:24:48,True,False,
EVT-0030947,AP-07,Emergency Exit - East,,medium,EMP-0092,2026-08-04 09:25:06,True,False,
EVT-0022037,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0052,2026-08-04 09:25:12,True,False,
EVT-0005969,AP-01,Main Entrance,ZN-06,low,EMP-0022,2026-08-04 09:25:54,True,False,
EVT-0022040,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0102,2026-08-04 09:26:06,True,False,
EVT-0022036,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0052,2026-08-04 09:26:06,True,False,
EVT-0013999,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0072,2026-08-04 09:26:11,True,False,
EVT-0026399,AP-05,Executive Wing Door,ZN-08,medium,EMP-0027,2026-08-04 09:26:13,True,False,
EVT-0005966,AP-01,Main Entrance,ZN-06,low,EMP-0038,2026-08-04 09:26:22,True,False,
EVT-0014000,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0012,2026-08-04 09:27:00,True,False,
EVT-0022034,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0052,2026-08-04 09:27:11,True,False,
EVT-0022039,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0088,2026-08-04 09:27:26,True,False,
EVT-0030949,AP-07,Emergency Exit - East,,medium,EMP-0104,2026-08-04 09:27:46,True,False,
EVT-0030951,AP-07,Emergency Exit - East,,medium,EMP-0098,2026-08-04 09:27:52,True,False,
EVT-0013998,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0059,2026-08-04 09:28:17,True,False,
EVT-0005967,AP-01,Main Entrance,ZN-06,low,EMP-0139,2026-08-04 09:28:24,True,False,
EVT-0022035,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0138,2026-08-04 09:28:26,True,False,
EVT-0005968,AP-01,Main Entrance,ZN-06,low,EMP-0097,2026-08-04 09:28:29,True,False,
EVT-0022038,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0059,2026-08-04 09:28:56,True,False,
EVT-0014001,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0049,2026-08-04 09:29:16,True,False,
EVT-0030948,AP-07,Emergency Exit - East,,medium,EMP-0090,2026-08-04 09:29:25,True,False,
EVT-0030950,AP-07,Emergency Exit - East,,medium,EMP-0002,2026-08-04 09:29:46,True,False,
EVT-0014004,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0009,2026-08-04 09:30:17,True,False,
EVT-0030952,AP-07,Emergency Exit - East,,medium,EMP-0135,2026-08-04 09:30:21,True,False,
EVT-0005974,AP-01,Main Entrance,ZN-06,low,EMP-0008,2026-08-04 09:30:41,True,False,
EVT-0028670,AP-06,Loading Dock,,medium,EMP-0122,2026-08-04 09:30:47,True,False,
EVT-0005975,AP-01,Main Entrance,ZN-06,low,EMP-0005,2026-08-04 09:30:50,True,False,
EVT-0014003,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0093,2026-08-04 09:30:57,True,False,
EVT-0022044,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0137,2026-08-04 09:31:45,True,False,
EVT-0022046,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0013,2026-08-04 09:32:32,True,False,
EVT-0022045,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0095,2026-08-04 09:32:54,True,False,
EVT-0005972,AP-01,Main Entrance,ZN-06,low,EMP-0028,2026-08-04 09:33:08,True,False,
EVT-0014002,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0019,2026-08-04 09:33:12,True,False,
EVT-0005970,AP-01,Main Entrance,ZN-06,low,EMP-0119,2026-08-04 09:33:27,True,False,
EVT-0022041,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0038,2026-08-04 09:33:43,True,False,
EVT-0022043,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0041,2026-08-04 09:33:54,True,False,
EVT-0005973,AP-01,Main Entrance,ZN-06,low,EMP-0089,2026-08-04 09:33:57,True,False,
EVT-0022042,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0044,2026-08-04 09:34:08,True,False,
EVT-0014005,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0013,2026-08-04 09:34:27,True,False,
EVT-0005971,AP-01,Main Entrance,ZN-06,low,EMP-0102,2026-08-04 09:34:48,True,False,
EVT-0026400,AP-05,Executive Wing Door,ZN-08,medium,EMP-0017,2026-08-04 09:34:53,True,False,
EVT-0014008,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0128,2026-08-04 09:35:05,True,False,
EVT-0014009,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0118,2026-08-04 09:35:07,True,False,
EVT-0005977,AP-01,Main Entrance,ZN-06,low,EMP-0056,2026-08-04 09:35:21,True,False,
EVT-0022049,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0080,2026-08-04 09:35:26,True,False,
EVT-0005978,AP-01,Main Entrance,ZN-06,low,EMP-0031,2026-08-04 09:35:35,True,False,
EVT-0014010,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0105,2026-08-04 09:35:58,True,False,
EVT-0022047,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0044,2026-08-04 09:36:34,False,True,repeated_denial
EVT-0022048,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0115,2026-08-04 09:36:44,True,False,
EVT-0014011,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0083,2026-08-04 09:36:45,True,False,
EVT-0022050,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0087,2026-08-04 09:36:49,True,False,
EVT-0022051,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0032,2026-08-04 09:37:01,True,False,
EVT-0022052,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0014,2026-08-04 09:37:05,True,False,
EVT-0005976,AP-01,Main Entrance,ZN-06,low,EMP-0092,2026-08-04 09:37:07,True,False,
EVT-0005980,AP-01,Main Entrance,ZN-06,low,EMP-0057,2026-08-04 09:37:30,True,False,
EVT-0030953,AP-07,Emergency Exit - East,,medium,EMP-0115,2026-08-04 09:37:40,True,False,
EVT-0014007,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0058,2026-08-04 09:38:58,True,False,
EVT-0014006,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0050,2026-08-04 09:39:15,False,False,
EVT-0005979,AP-01,Main Entrance,ZN-06,low,EMP-0127,2026-08-04 09:39:39,True,False,
EVT-0028671,AP-06,Loading Dock,,medium,EMP-0046,2026-08-04 09:39:49,True,False,
EVT-0014012,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0098,2026-08-04 09:40:33,True,False,
EVT-0014013,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0129,2026-08-04 09:40:48,True,False,
EVT-0022056,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0044,2026-08-04 09:41:09,True,False,
EVT-0014016,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0079,2026-08-04 09:41:12,True,False,
EVT-0026401,AP-05,Executive Wing Door,ZN-08,medium,EMP-0055,2026-08-04 09:41:19,True,False,
EVT-0022055,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0124,2026-08-04 09:41:26,True,False,
EVT-0005981,AP-01,Main Entrance,ZN-06,low,EMP-0051,2026-08-04 09:41:32,True,False,
EVT-0022053,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0067,2026-08-04 09:41:42,True,False,
EVT-0014014,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0100,2026-08-04 09:41:59,True,False,
EVT-0014015,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0071,2026-08-04 09:42:16,True,False,
EVT-0028672,AP-06,Loading Dock,,medium,EMP-0089,2026-08-04 09:42:40,True,False,
EVT-0026402,AP-05,Executive Wing Door,ZN-08,medium,EMP-0133,2026-08-04 09:43:13,True,False,
EVT-0022054,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0118,2026-08-04 09:43:29,True,False,
EVT-0022057,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0018,2026-08-04 09:44:13,True,False,
EVT-0030954,AP-07,Emergency Exit - East,,medium,EMP-0015,2026-08-04 09:44:46,True,False,
EVT-0022060,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0075,2026-08-04 09:45:11,True,False,
EVT-0014018,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0101,2026-08-04 09:45:23,True,False,
EVT-0014023,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0011,2026-08-04 09:45:32,True,False,
EVT-0005983,AP-01,Main Entrance,ZN-06,low,EMP-0106,2026-08-04 09:45:48,True,False,
EVT-0022064,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0040,2026-08-04 09:46:18,True,False,
EVT-0014021,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0005,2026-08-04 09:46:30,False,False,
EVT-0005982,AP-01,Main Entrance,ZN-06,low,EMP-0136,2026-08-04 09:46:40,True,False,
EVT-0022058,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0005,2026-08-04 09:46:46,True,False,
EVT-0030955,AP-07,Emergency Exit - East,,medium,EMP-0034,2026-08-04 09:46:53,True,False,
EVT-0022063,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0072,2026-08-04 09:47:07,True,False,
EVT-0014017,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0021,2026-08-04 09:47:31,True,False,
EVT-0022059,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0060,2026-08-04 09:47:35,True,False,
EVT-0028673,AP-06,Loading Dock,,medium,EMP-0109,2026-08-04 09:47:38,True,False,
EVT-0014019,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0033,2026-08-04 09:48:17,True,False,
EVT-0005984,AP-01,Main Entrance,ZN-06,low,EMP-0104,2026-08-04 09:48:28,True,False,
EVT-0022061,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0078,2026-08-04 09:48:32,True,False,
EVT-0014022,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0090,2026-08-04 09:48:46,True,False,
EVT-0022062,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0002,2026-08-04 09:48:47,True,False,
EVT-0026403,AP-05,Executive Wing Door,ZN-08,medium,EMP-0014,2026-08-04 09:48:59,True,False,
EVT-0026404,AP-05,Executive Wing Door,ZN-08,medium,EMP-0055,2026-08-04 09:49:10,True,False,
EVT-0014020,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0001,2026-08-04 09:49:51,True,False,
EVT-0026405,AP-05,Executive Wing Door,ZN-08,medium,EMP-0108,2026-08-04 09:50:24,True,False,
EVT-0014024,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0138,2026-08-04 09:50:44,True,False,
EVT-0014027,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0044,2026-08-04 09:50:56,True,False,
EVT-0014025,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0017,2026-08-04 09:51:15,True,False,
EVT-0014026,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0104,2026-08-04 09:51:22,True,False,
EVT-0028675,AP-06,Loading Dock,,medium,EMP-0020,2026-08-04 09:51:25,True,False,
EVT-0005986,AP-01,Main Entrance,ZN-06,low,EMP-0131,2026-08-04 09:51:47,True,False,
EVT-0026406,AP-05,Executive Wing Door,ZN-08,medium,EMP-0009,2026-08-04 09:51:56,True,False,
EVT-0014030,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0068,2026-08-04 09:51:59,True,False,
EVT-0024635,AP-04,Server Room Door,ZN-07,high,EMP-0075,2026-08-04 09:52:02,True,True,unauthorized_restricted_zone_access
EVT-0022066,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0005,2026-08-04 09:52:20,True,False,
EVT-0028674,AP-06,Loading Dock,,medium,EMP-0080,2026-08-04 09:52:33,True,False,
EVT-0028676,AP-06,Loading Dock,,medium,EMP-0118,2026-08-04 09:52:42,True,False,
EVT-0014028,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0086,2026-08-04 09:53:24,True,False,
EVT-0014029,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0090,2026-08-04 09:53:38,True,False,
EVT-0005985,AP-01,Main Entrance,ZN-06,low,EMP-0049,2026-08-04 09:54:32,True,False,
EVT-0022065,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0003,2026-08-04 09:54:35,False,False,
EVT-0022070,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0062,2026-08-04 09:55:04,True,False,
EVT-0014033,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0027,2026-08-04 09:55:10,True,False,
EVT-0005989,AP-01,Main Entrance,ZN-06,low,EMP-0015,2026-08-04 09:55:42,True,False,
EVT-0030957,AP-07,Emergency Exit - East,,medium,EMP-0078,2026-08-04 09:55:49,True,False,
EVT-0022067,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0060,2026-08-04 09:56:36,True,False,
EVT-0028677,AP-06,Loading Dock,,medium,EMP-0084,2026-08-04 09:56:48,True,False,
EVT-0022069,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0119,2026-08-04 09:57:00,True,False,
EVT-0005988,AP-01,Main Entrance,ZN-06,low,EMP-0112,2026-08-04 09:57:27,True,False,
EVT-0014031,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0136,2026-08-04 09:57:43,True,False,
EVT-0022068,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0087,2026-08-04 09:57:53,True,False,
EVT-0022071,AP-03,Open Office Floor 2 Door,ZN-02,low,EMP-0051,2026-08-04 09:58:03,True,False,
EVT-0005990,AP-01,Main Entrance,ZN-06,low,EMP-0101,2026-08-04 09:58:35,True,False,
EVT-0014032,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0006,2026-08-04 09:58:52,True,False,
EVT-0005987,AP-01,Main Entrance,ZN-06,low,EMP-0031,2026-08-04 09:59:04,True,False,
EVT-0030956,AP-07,Emergency Exit - East,,medium,EMP-0009,2026-08-04 09:59:15,True,False,
EVT-0030958,AP-07,Emergency Exit - East,,medium,EMP-0053,2026-08-04 10:00:19,True,False,
EVT-0005991,AP-01,Main Entrance,ZN-06,low,EMP-0034,2026-08-04 10:00:34,True,False,
EVT-0014036,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0113,2026-08-04 10:00:35,True,False,
EVT-0026407,AP-05,Executive Wing Door,ZN-08,medium,EMP-0102,2026-08-04 10:00:44,True,False,
EVT-0014035,AP-02,Open Office Floor 1 Door,ZN-01,low,EMP-0057,2026-08-04 10:00:48,True,False,
EVT-0005996,AP-01,Main Entrance,ZN-06,low,EMP-0011,2026-08-04 10:00:53,True,False,
EVT-0005994,AP-01,Main Entrance,ZN-06,low,EMP-0023,2026-08-04 10:01:09,True,False,
